Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
Order_No_19374,User_Id_867,Bike,3,Business,13,2,9:27:29 AM,13,2,9:28:20 AM,13,2,9:50:08 AM,13,2,9:54:20 AM,13,2,10:17:25 AM,12,19.7,8.9,-1.3063780,36.7519845,-1.2996533,36.8292629,Rider_Id_188,1385
Order_No_26554,User_Id_402,Bike,3,Business,1,6,1:47:49 PM,1,6,1:50:11 PM,1,6,2:14:12 PM,1,6,2:33:15 PM,1,6,3:02:57 PM,6,26.6,,-1.2908940,36.822971,-1.2527958,36.8003131,Rider_Id_502,1782
Order_No_16150,User_Id_1882,Bike,3,Business,2,4,2:32:11 PM,2,4,3:07:13 PM,2,4,3:28:11 PM,2,4,3:32:01 PM,2,4,4:07:53 PM,13,,,-1.3236150,36.700475,-1.2956882,36.7861845,Rider_Id_831,2152
Order_No_2101,User_Id_635,Bike,3,Business,3,5,8:44:55 AM,3,5,8:45:31 AM,3,5,9:00:37 AM,3,5,9:51:16 AM,3,5,9:51:19 AM,11,,,-1.2857764,36.8236622,-1.2121659,36.8112437,Rider_Id_921,3
Order_No_7001,User_Id_893,Bike,3,Business,3,1,10:57:40 AM,3,1,10:59:25 AM,3,1,11:06:54 AM,3,1,11:09:50 AM,3,1,11:30:42 AM,7,22.3,,-1.2594474,36.8089122,-1.2847316,36.7658086,Rider_Id_147,1252
Order_No_21431,User_Id_2150,Bike,3,Business,6,1,9:52:55 AM,6,1,10:28:50 AM,6,1,10:37:02 AM,6,1,10:41:37 AM,6,1,11:08:53 AM,9,,,-1.3035960,36.778378,-1.3444460,36.756597,Rider_Id_660,1636
Order_No_28045,User_Id_2587,Bike,3,Business,7,1,3:16:34 PM,7,1,3:17:36 PM,7,1,3:23:44 PM,7,1,3:28:51 PM,7,1,3:43:58 PM,2,26.7,,-1.2817540,36.8324229,-1.2887800,36.8168312,Rider_Id_379,907
Order_No_3666,User_Id_577,Bike,3,Personal,16,3,2:35:55 PM,16,3,2:36:06 PM,16,3,2:46:20 PM,16,3,2:55:06 PM,16,3,3:23:08 PM,12,26.8,,-1.3270347,36.8667362,-1.2662728,36.8151265,Rider_Id_698,1682
Order_No_21144,User_Id_2956,Bike,3,Business,11,1,11:50:47 AM,11,1,11:51:10 AM,11,1,11:54:45 AM,11,1,12:02:57 PM,11,1,12:15:17 PM,4,26.6,,-1.2584143,36.8048002,-1.2866012,36.8195691,Rider_Id_953,740
Order_No_26427,User_Id_3203,Bike,3,Business,4,1,3:06:18 PM,4,1,3:08:16 PM,4,1,3:26:15 PM,4,1,3:34:41 PM,4,1,3:48:30 PM,13,22.5,,-1.2600926,36.8088685,-1.2289110,36.881876,Rider_Id_852,829
Order_No_6399,User_Id_1075,Bike,3,Business,11,4,11:42:41 AM,11,4,11:58:56 AM,11,4,12:07:10 PM,11,4,12:19:53 PM,11,4,1:05:26 PM,13,25.5,,-1.2285835,36.8826468,-1.2527958,36.8003131,Rider_Id_404,2733
Order_No_19371,User_Id_393,Bike,3,Business,8,1,4:36:40 PM,8,1,4:37:26 PM,8,1,4:50:59 PM,8,1,4:53:37 PM,8,1,5:17:15 PM,11,28.8,,-1.3167113,36.8301563,-1.2638185,36.7930057,Rider_Id_570,1418
Order_No_4502,User_Id_893,Bike,3,Business,17,5,3:40:48 PM,17,5,3:41:55 PM,17,5,3:42:53 PM,17,5,3:52:09 PM,17,5,4:06:21 PM,4,,,-1.2663194,36.809901,-1.2575407,36.7868197,Rider_Id_547,852
Order_No_19638,User_Id_426,Bike,3,Business,5,1,8:13:13 AM,5,1,8:15:37 AM,5,1,9:19:05 AM,5,1,9:26:07 AM,5,1,9:48:51 AM,6,18.7,,-1.3323107,36.8692616,-1.3097713,36.849494,Rider_Id_849,1364
Order_No_17701,User_Id_412,Bike,3,Business,18,2,10:37:49 AM,18,2,10:39:06 AM,18,2,10:52:14 AM,18,2,11:13:33 AM,18,2,11:25:13 AM,4,,,-1.2668370,36.799249,-1.2657150,36.823815,Rider_Id_547,700
Order_No_11633,User_Id_2200,Bike,3,Business,2,2,11:32:50 AM,2,2,11:42:11 AM,2,2,12:07:41 PM,2,2,12:25:08 PM,2,2,12:56:57 PM,12,20.8,,-1.2253220,36.80855,-1.2908940,36.822971,Rider_Id_726,1909
Order_No_5164,User_Id_265,Bike,3,Business,22,1,8:21:50 AM,22,1,8:22:19 AM,22,1,8:32:14 AM,22,1,8:37:42 AM,22,1,9:28:22 AM,21,20.1,,-1.3009210,36.828195,-1.2434951,36.6760986,Rider_Id_216,3040
Order_No_16066,User_Id_3080,Bike,3,Business,7,5,9:53:00 AM,7,5,9:54:32 AM,7,5,10:18:50 AM,7,5,10:20:21 AM,7,5,10:57:40 AM,17,,,-1.2551895,36.7822034,-1.3227393,36.705093,Rider_Id_827,2239
Order_No_8255,User_Id_1471,Bike,3,Business,15,5,12:37:02 PM,15,5,12:37:24 PM,15,5,12:42:59 PM,15,5,12:47:32 PM,15,5,12:58:08 PM,3,26.6,,-1.2551895,36.7822034,-1.2649783,36.8071436,Rider_Id_720,636
Order_No_26864,User_Id_3222,Bike,3,Business,4,2,2:42:02 PM,4,2,2:45:21 PM,4,2,2:57:21 PM,4,2,3:04:19 PM,4,2,3:25:54 PM,8,22.7,,-1.2551895,36.7822034,-1.2922992,36.7983035,Rider_Id_161,1295
Order_No_12584,User_Id_362,Bike,1,Personal,22,3,2:56:52 PM,22,3,2:57:06 PM,22,3,3:07:00 PM,22,3,3:12:07 PM,22,3,3:32:41 PM,5,25.7,,-1.2942023,36.7958179,-1.2873232,36.7658572,Rider_Id_54,1234
Order_No_13482,User_Id_3426,Bike,3,Business,12,6,11:18:20 AM,12,6,11:18:41 AM,12,6,11:25:51 AM,12,6,11:37:44 AM,12,6,11:59:15 AM,2,,,-1.3012008,36.764868,-1.2873232,36.7658572,Rider_Id_246,1291
Order_No_20675,User_Id_2663,Bike,1,Personal,29,6,4:54:02 PM,29,6,4:54:46 PM,29,6,5:04:14 PM,29,6,5:14:31 PM,29,6,5:26:10 PM,3,23.6,,-1.2884066,36.7866984,-1.2931317,36.7778105,Rider_Id_282,699
Order_No_28153,User_Id_84,Bike,3,Business,24,4,3:53:39 PM,24,4,3:53:46 PM,24,4,4:04:37 PM,24,4,4:07:53 PM,24,4,4:54:01 PM,8,22.7,,-1.2553615,36.7895376,-1.2962832,36.7849683,Rider_Id_71,2768
Order_No_9434,User_Id_435,Bike,3,Business,6,4,3:50:07 PM,6,4,3:50:23 PM,6,4,3:50:39 PM,6,4,4:04:36 PM,6,4,4:44:07 PM,16,21.1,,-1.3009210,36.828195,-1.2016802,36.8190225,Rider_Id_293,2371
Order_No_10606,User_Id_1594,Bike,3,Business,16,2,3:31:11 PM,16,2,3:31:56 PM,16,2,3:37:15 PM,16,2,3:43:09 PM,16,2,3:58:50 PM,7,,,-1.2156006,36.8916865,-1.2467896,36.8698733,Rider_Id_388,941
Order_No_5190,User_Id_2828,Bike,3,Business,6,3,7:59:13 AM,6,3,8:00:13 AM,6,3,8:31:39 AM,6,3,8:49:43 AM,6,3,9:26:59 AM,12,,,-1.3263105,36.8622904,-1.3193822,36.7949906,Rider_Id_61,2236
Order_No_4898,User_Id_2289,Bike,3,Business,27,3,2:13:29 PM,27,3,2:14:40 PM,27,3,2:15:05 PM,27,3,2:21:58 PM,27,3,2:38:37 PM,9,29.3,,-1.2551895,36.7822034,-1.2857117,36.7968296,Rider_Id_523,999
Order_No_27630,User_Id_3517,Bike,3,Business,16,2,1:23:28 PM,16,2,1:23:43 PM,16,2,1:24:55 PM,16,2,2:00:01 PM,16,2,2:34:59 PM,13,27.5,,-1.3009210,36.828195,-1.2655495,36.910537,Rider_Id_622,2098
Order_No_10158,User_Id_2216,Bike,3,Business,21,2,10:02:07 AM,21,2,10:02:55 AM,21,2,10:03:20 AM,21,2,10:09:04 AM,21,2,10:38:29 AM,10,,,-1.2551895,36.7822034,-1.2287282,36.8115304,Rider_Id_576,1765
Order_No_27756,User_Id_516,Bike,3,Business,30,5,11:08:03 AM,30,5,11:08:30 AM,30,5,11:20:48 AM,30,5,11:33:21 AM,30,5,11:56:18 AM,6,23.5,,-1.2571472,36.7950633,-1.2925919,36.8170577,Rider_Id_19,1377
Order_No_10258,User_Id_3201,Bike,3,Business,6,2,2:42:08 PM,6,2,2:59:04 PM,6,2,3:08:05 PM,6,2,3:10:00 PM,6,2,3:32:55 PM,14,27.4,,-1.2232123,36.8932547,-1.2649605,36.7981777,Rider_Id_456,1375
Order_No_11015,User_Id_49,Bike,3,Business,18,2,5:16:24 PM,18,2,5:17:32 PM,18,2,5:18:36 PM,18,2,5:38:48 PM,18,2,6:16:47 PM,7,23.7,,-1.2798347,36.8219092,-1.3010773,36.7752554,Rider_Id_469,2279
Order_No_20668,User_Id_2216,Bike,3,Business,28,5,4:41:00 PM,28,5,4:41:29 PM,28,5,5:08:29 PM,28,5,5:13:24 PM,28,5,6:05:39 PM,15,24.5,,-1.2867627,36.883446,-1.2198413,36.9054958,Rider_Id_56,3135
Order_No_20592,User_Id_2710,Bike,3,Personal,28,4,3:45:14 PM,28,4,3:45:23 PM,28,4,3:46:03 PM,28,4,3:56:47 PM,28,4,4:28:53 PM,14,27.2,,-1.2535486,36.7933541,-1.2374255,36.8920631,Rider_Id_674,1926
Order_No_25365,User_Id_136,Bike,3,Business,4,4,9:55:45 AM,4,4,9:56:27 AM,4,4,10:26:49 AM,4,4,10:45:52 AM,4,4,11:33:57 AM,15,,,-1.3326173,36.7146233,-1.3233496,36.8139159,Rider_Id_565,2885
Order_No_12994,User_Id_265,Bike,3,Business,12,2,10:44:05 AM,12,2,10:44:38 AM,12,2,11:11:15 AM,12,2,11:23:18 AM,12,2,11:54:52 AM,14,28,,-1.2171852,36.8145508,-1.3009210,36.828195,Rider_Id_882,1894
Order_No_9139,User_Id_1178,Bike,3,Business,28,5,11:41:44 AM,28,5,11:42:22 AM,28,5,11:57:22 AM,28,5,11:59:10 AM,28,5,12:25:06 PM,13,25.1,,-1.2802850,36.780954,-1.3169591,36.7000029,Rider_Id_731,1556
Order_No_16244,User_Id_393,Bike,3,Business,7,2,8:50:59 AM,7,2,8:51:11 AM,7,2,8:51:14 AM,7,2,9:40:54 AM,7,2,9:40:57 AM,11,,,-1.3167113,36.8301563,-1.2638185,36.7930057,Rider_Id_619,3
Order_No_5624,User_Id_868,Bike,3,Business,2,4,3:30:40 PM,2,4,4:32:27 PM,2,4,4:39:47 PM,2,4,4:54:06 PM,2,4,5:25:46 PM,14,23.6,,-1.2935150,36.897607,-1.2657150,36.823815,Rider_Id_676,1900
Order_No_3477,User_Id_2801,Bike,3,Business,16,2,12:24:51 PM,16,2,12:25:49 PM,16,2,12:41:54 PM,16,2,12:50:03 PM,16,2,1:23:45 PM,15,,,-1.3104506,36.8687235,-1.2674274,36.7870827,Rider_Id_448,2022
Order_No_9327,User_Id_76,Bike,1,Personal,25,6,2:38:25 PM,25,6,2:39:02 PM,25,6,3:01:32 PM,25,6,3:04:29 PM,25,6,3:22:52 PM,8,,,-1.2602320,36.807334,-1.2962832,36.7849683,Rider_Id_598,1103
Order_No_11620,User_Id_2570,Bike,3,Personal,20,1,3:03:58 PM,20,1,3:04:47 PM,20,1,3:13:39 PM,20,1,3:16:20 PM,20,1,3:37:39 PM,12,,,-1.2589600,36.8016691,-1.2295297,36.8833095,Rider_Id_96,1279
Order_No_812,User_Id_1500,Bike,3,Business,30,2,1:00:19 PM,30,2,1:00:33 PM,30,2,1:00:38 PM,30,2,1:03:38 PM,30,2,1:28:59 PM,12,22.4,,-1.2574219,36.7927073,-1.3177547,36.8303703,Rider_Id_10,1521
Order_No_18288,User_Id_3410,Bike,3,Business,12,3,10:58:19 AM,12,3,11:14:17 AM,12,3,12:31:04 PM,12,3,12:34:59 PM,12,3,1:26:54 PM,21,23.3,,-1.3700383,36.9190174,-1.2917868,36.7872675,Rider_Id_753,3115
Order_No_26149,User_Id_2216,Bike,3,Business,4,5,9:47:41 AM,4,5,9:48:04 AM,4,5,9:51:45 AM,4,5,10:26:57 AM,4,5,10:57:05 AM,15,17.3,0.3,-1.2867627,36.883446,-1.2854174,36.7951152,Rider_Id_557,1808
Order_No_6824,User_Id_2448,Bike,2,Personal,25,5,2:36:22 PM,25,5,2:55:12 PM,25,5,3:22:12 PM,25,5,3:28:03 PM,25,5,3:56:57 PM,8,23.6,,-1.3251584,36.8199384,-1.2657150,36.808525,Rider_Id_888,1734
Order_No_5695,User_Id_3621,Bike,3,Business,29,5,10:04:18 AM,29,5,10:05:30 AM,29,5,10:17:03 AM,29,5,10:18:17 AM,29,5,10:32:18 AM,3,20.7,,-1.2836583,36.7886014,-1.3025667,36.7803495,Rider_Id_468,841
Order_No_24247,User_Id_3158,Bike,2,Personal,24,4,4:26:29 PM,24,4,4:28:51 PM,24,4,4:45:59 PM,24,4,5:13:29 PM,24,4,5:37:17 PM,7,21,,-1.2855799,36.8176209,-1.2892740,36.7781339,Rider_Id_808,1428
Order_No_5575,User_Id_2956,Bike,3,Business,4,1,1:43:03 PM,4,1,1:43:18 PM,4,1,2:10:05 PM,4,1,2:14:06 PM,4,1,2:52:37 PM,3,28.4,,-1.2584143,36.8048002,-1.2551895,36.7822034,Rider_Id_727,2311
Order_No_8312,User_Id_868,Bike,3,Business,4,2,12:02:08 PM,4,2,12:04:07 PM,4,2,12:11:38 PM,4,2,12:26:09 PM,4,2,12:46:43 PM,5,18.7,,-1.2600926,36.8088685,-1.2657150,36.823815,Rider_Id_208,1234
Order_No_15303,User_Id_1395,Bike,1,Personal,17,7,12:56:20 PM,17,7,1:23:30 PM,17,7,1:29:55 PM,17,7,1:31:49 PM,17,7,1:46:53 PM,10,15.7,,-1.3015907,36.7684633,-1.3149257,36.8441635,Rider_Id_185,904
Order_No_2390,User_Id_248,Bike,3,Business,6,4,11:08:29 AM,6,4,11:10:44 AM,6,4,11:26:22 AM,6,4,11:34:13 AM,6,4,11:51:28 AM,6,19.7,,-1.2869370,36.8246742,-1.2988291,36.7795686,Rider_Id_821,1035
Order_No_10508,User_Id_1637,Bike,3,Business,30,4,11:33:10 AM,30,4,11:33:47 AM,30,4,11:49:42 AM,30,4,12:24:41 PM,30,4,12:52:43 PM,9,20.5,,-1.2551895,36.7822034,-1.3014461,36.7661381,Rider_Id_548,1682
Order_No_5348,User_Id_1544,Bike,3,Business,3,1,4:20:08 PM,3,1,5:09:08 PM,3,1,5:14:30 PM,3,1,5:42:18 PM,3,1,5:48:29 PM,1,17.5,,-1.2887801,36.8297743,-1.2885029,36.825605,Rider_Id_673,371
Order_No_326,User_Id_1946,Bike,1,Personal,13,1,9:11:35 AM,13,1,9:12:11 AM,13,1,9:31:44 AM,13,1,9:41:11 AM,13,1,9:54:25 AM,5,15.4,,-1.2913382,36.8018508,-1.2765064,36.8215724,Rider_Id_234,794
Order_No_19792,User_Id_3715,Bike,1,Personal,10,4,9:08:26 AM,10,4,10:08:54 AM,10,4,10:45:50 AM,10,4,10:49:49 AM,10,4,11:08:02 AM,7,,,-1.2794105,36.8215655,-1.3159197,36.8516724,Rider_Id_123,1093
Order_No_22122,User_Id_867,Bike,3,Business,2,3,12:37:15 PM,2,3,12:37:18 PM,2,3,12:38:03 PM,2,3,1:05:43 PM,2,3,1:31:04 PM,14,22,,-1.3063780,36.7519845,-1.3177547,36.8303703,Rider_Id_294,1521
Order_No_14865,User_Id_438,Bike,3,Personal,7,4,4:58:12 PM,7,4,4:58:25 PM,7,4,5:22:28 PM,7,4,5:24:06 PM,7,4,5:38:57 PM,5,29.2,,-1.2563576,36.7881585,-1.2695287,36.7981777,Rider_Id_291,891
Order_No_22584,User_Id_72,Bike,1,Personal,30,3,12:34:08 PM,30,3,1:15:47 PM,30,3,1:42:16 PM,30,3,1:57:27 PM,30,3,2:55:50 PM,7,24.9,,-1.3222489,36.7867025,-1.2932803,36.774089,Rider_Id_480,3503
Order_No_538,User_Id_2280,Bike,2,Personal,24,1,2:23:36 PM,24,1,2:24:57 PM,24,1,2:33:13 PM,24,1,2:37:54 PM,24,1,2:50:25 PM,3,,,-1.2740890,36.7997508,-1.2675613,36.8133001,Rider_Id_882,751
Order_No_11236,User_Id_633,Bike,3,Business,4,2,9:23:16 AM,4,2,9:38:33 AM,4,2,9:55:06 AM,4,2,9:58:57 AM,4,2,10:07:24 AM,4,15.8,83,-1.3077869,36.8443207,-1.3004062,36.829741,Rider_Id_932,507
Order_No_16090,User_Id_2523,Bike,3,Business,30,3,9:33:13 AM,30,3,9:33:38 AM,30,3,9:36:58 AM,30,3,10:09:41 AM,30,3,10:30:01 AM,10,19.9,,-1.2551895,36.7822034,-1.3073569,36.8202163,Rider_Id_322,1220
Order_No_3484,User_Id_3291,Bike,3,Business,29,5,9:20:49 AM,29,5,9:21:20 AM,29,5,9:52:45 AM,29,5,10:17:35 AM,29,5,11:01:21 AM,16,20.9,,-1.2935150,36.897607,-1.2600926,36.8088685,Rider_Id_377,2626
Order_No_22040,User_Id_3727,Bike,3,Business,21,1,1:23:50 PM,21,1,1:24:32 PM,21,1,1:34:19 PM,21,1,1:35:38 PM,21,1,1:50:49 PM,3,27.6,,-1.2963097,36.7688221,-1.2860203,36.7832538,Rider_Id_355,911
Order_No_11009,User_Id_2889,Bike,1,Personal,7,1,1:29:49 PM,7,1,1:30:52 PM,7,1,1:40:03 PM,7,1,1:47:49 PM,7,1,2:01:14 PM,4,20.7,,-1.2720542,36.7910241,-1.2634190,36.8060348,Rider_Id_100,805
Order_No_6019,User_Id_3403,Bike,3,Business,6,2,3:28:18 PM,6,2,3:39:16 PM,6,2,4:03:21 PM,6,2,4:06:07 PM,6,2,4:39:40 PM,16,27.7,,-1.2551895,36.7822034,-1.3326173,36.7146233,Rider_Id_123,2013
Order_No_4231,User_Id_3410,Bike,3,Business,1,1,12:24:08 PM,1,1,12:24:28 PM,1,1,12:34:09 PM,1,1,1:15:12 PM,1,1,1:15:29 PM,21,24.1,,-1.2917868,36.7872675,-1.3700383,36.9190174,Rider_Id_41,17
Order_No_2201,User_Id_811,Bike,3,Personal,3,5,2:35:21 PM,3,5,2:38:03 PM,3,5,2:44:24 PM,3,5,3:04:10 PM,3,5,3:30:49 PM,4,,,-1.2963097,36.7688221,-1.2853550,36.795287,Rider_Id_599,1599
Order_No_18865,User_Id_788,Bike,3,Business,27,2,10:48:07 AM,27,2,10:48:19 AM,27,2,11:32:25 AM,27,2,11:34:48 AM,27,2,12:06:34 PM,14,24,,-1.2156006,36.8916865,-1.2253220,36.80855,Rider_Id_199,1906
Order_No_3382,User_Id_3109,Bike,2,Personal,22,5,8:12:48 AM,22,5,8:13:20 AM,22,5,8:34:04 AM,22,5,9:00:48 AM,22,5,9:44:39 AM,9,16.3,,-1.2894847,36.7556088,-1.3066143,36.8161046,Rider_Id_140,2631
Order_No_3654,User_Id_1781,Bike,3,Business,5,3,1:56:48 PM,5,3,1:57:42 PM,5,3,2:21:46 PM,5,3,2:32:24 PM,5,3,3:10:22 PM,7,25.1,,-1.2571472,36.7950633,-1.3004062,36.829741,Rider_Id_439,2278
Order_No_1080,User_Id_1342,Bike,3,Business,4,4,4:11:06 PM,4,4,4:11:13 PM,4,4,4:11:37 PM,4,4,4:18:56 PM,4,4,4:29:25 PM,6,24.6,,-1.3025826,36.7670807,-1.3043952,36.7664138,Rider_Id_882,629
Order_No_14662,User_Id_1124,Bike,3,Business,15,3,12:35:07 PM,15,3,12:35:56 PM,15,3,12:38:53 PM,15,3,12:57:42 PM,15,3,1:21:17 PM,11,18.1,,-1.2690180,36.796803,-1.2812601,36.7340272,Rider_Id_446,1415
Order_No_584,User_Id_12,Bike,3,Business,12,4,1:17:00 PM,12,4,1:20:16 PM,12,4,1:46:26 PM,12,4,1:56:43 PM,12,4,2:21:39 PM,11,21.8,,-1.2400210,36.84999,-1.2655477,36.8001682,Rider_Id_937,1496
Order_No_24100,User_Id_2523,Bike,3,Business,9,2,2:29:01 PM,9,2,2:29:10 PM,9,2,2:31:40 PM,9,2,2:39:38 PM,9,2,2:44:46 PM,3,30.7,,-1.2551895,36.7822034,-1.2560455,36.7800867,Rider_Id_690,308
Order_No_7961,User_Id_2801,Bike,3,Business,10,5,11:35:43 AM,10,5,11:36:12 AM,10,5,11:55:30 AM,10,5,11:59:05 AM,10,5,12:21:04 PM,10,,,-1.2674274,36.7870827,-1.2653185,36.8358841,Rider_Id_930,1319
Order_No_28174,User_Id_1725,Bike,3,Business,25,3,12:25:29 PM,25,3,12:25:55 PM,25,3,12:36:25 PM,25,3,12:46:15 PM,25,3,1:03:40 PM,4,,,-1.2652108,36.8056075,-1.2566078,36.7832089,Rider_Id_88,1045
Order_No_601,User_Id_3295,Bike,3,Business,22,4,2:58:34 PM,22,4,3:00:42 PM,22,4,3:08:53 PM,22,4,3:12:50 PM,22,4,3:30:45 PM,8,26.2,,-1.2571472,36.7950633,-1.3025667,36.7803495,Rider_Id_199,1075
Order_No_16263,User_Id_2587,Bike,3,Business,7,1,3:14:05 PM,7,1,3:14:44 PM,7,1,3:18:03 PM,7,1,3:45:30 PM,7,1,4:03:33 PM,6,26.6,,-1.2551895,36.7822034,-1.2887800,36.8168312,Rider_Id_205,1083
Order_No_7167,User_Id_1389,Bike,3,Business,1,3,2:45:43 PM,1,3,2:46:11 PM,1,3,2:53:05 PM,1,3,3:18:14 PM,1,3,3:52:57 PM,13,,,-1.2283403,36.8822756,-1.2075460,36.7913976,Rider_Id_691,2083
Order_No_3611,User_Id_3631,Bike,3,Personal,9,2,10:42:00 AM,9,2,10:43:37 AM,9,2,10:50:23 AM,9,2,10:55:31 AM,9,2,11:02:14 AM,2,22,,-1.2963097,36.7688221,-1.3043649,36.7816132,Rider_Id_750,403
Order_No_23233,User_Id_2195,Bike,1,Business,25,2,10:07:08 AM,25,2,10:07:27 AM,25,2,10:17:37 AM,25,2,10:47:03 AM,25,2,11:12:47 AM,10,23.7,,-1.2657150,36.823815,-1.3313643,36.8577422,Rider_Id_96,1544
Order_No_15122,User_Id_1715,Bike,3,Business,3,4,11:33:13 AM,3,4,11:33:59 AM,3,4,11:42:34 AM,3,4,12:11:13 PM,3,4,12:38:58 PM,10,21.9,,-1.3209820,36.828491,-1.2539660,36.7987692,Rider_Id_720,1665
Order_No_5636,User_Id_627,Bike,3,Business,25,1,9:51:33 AM,25,1,9:52:32 AM,25,1,9:53:20 AM,25,1,10:03:52 AM,25,1,10:26:17 AM,9,21.2,,-1.2551895,36.7822034,-1.2986123,36.8076281,Rider_Id_783,1345
Order_No_11199,User_Id_3222,Bike,3,Business,8,5,5:13:34 PM,8,5,5:21:35 PM,8,5,5:33:08 PM,8,5,5:35:17 PM,8,5,6:08:33 PM,4,28.1,,-1.2551895,36.7822034,-1.2614030,36.7692242,Rider_Id_300,1996
Order_No_26991,User_Id_3560,Bike,3,Business,17,3,10:24:09 AM,17,3,10:24:59 AM,17,3,10:48:20 AM,17,3,10:52:10 AM,17,3,11:11:37 AM,5,25.5,,-1.2765736,36.8513646,-1.2793950,36.825364,Rider_Id_477,1167
Order_No_17704,User_Id_3578,Bike,3,Business,4,2,1:37:17 PM,4,2,1:40:47 PM,4,2,2:00:34 PM,4,2,2:10:23 PM,4,2,2:28:59 PM,10,22.5,,-1.2440647,36.7190288,-1.2527958,36.7976244,Rider_Id_161,1116
Order_No_15092,User_Id_3647,Bike,3,Business,7,2,4:33:32 PM,7,2,4:33:49 PM,7,2,4:35:46 PM,7,2,4:39:32 PM,7,2,5:02:26 PM,8,,,-1.2726390,36.794723,-1.3068209,36.8282524,Rider_Id_660,1374
Order_No_8475,User_Id_2066,Bike,3,Business,30,4,4:59:54 PM,30,4,5:01:39 PM,30,4,5:16:46 PM,30,4,5:22:15 PM,30,4,5:41:48 PM,8,20.3,,-1.3169610,36.820337,-1.2849815,36.7767751,Rider_Id_101,1173
Order_No_26076,User_Id_185,Bike,1,Personal,9,1,9:22:25 AM,9,1,9:22:58 AM,9,1,9:27:47 AM,9,1,9:32:39 AM,9,1,9:55:36 AM,15,15.5,,-1.3069127,36.8351372,-1.2624998,36.7516423,Rider_Id_216,1377
Order_No_22543,User_Id_3688,Bike,3,Business,27,3,2:34:43 PM,27,3,2:35:17 PM,27,3,3:05:05 PM,27,3,3:12:49 PM,27,3,3:52:01 PM,17,29.3,,-1.3463042,36.768164,-1.2551895,36.7822034,Rider_Id_168,2352
Order_No_6003,User_Id_2271,Bike,3,Business,18,6,10:39:42 AM,18,6,10:40:04 AM,18,6,10:59:16 AM,18,6,11:15:11 AM,18,6,11:35:17 AM,12,21.3,,-1.2289110,36.881876,-1.2935150,36.897607,Rider_Id_68,1206
Order_No_3575,User_Id_265,Bike,3,Business,20,3,10:04:44 AM,20,3,10:05:14 AM,20,3,10:08:57 AM,20,3,10:13:29 AM,20,3,10:27:34 AM,3,21,,-1.3009210,36.828195,-1.3230539,36.8464688,Rider_Id_206,845
Order_No_8088,User_Id_1357,Bike,1,Personal,28,5,12:15:38 PM,28,5,12:17:19 PM,28,5,12:38:26 PM,28,5,12:49:54 PM,28,5,1:36:38 PM,5,25.1,,-1.2663525,36.8128337,-1.2897215,36.7945959,Rider_Id_537,2804
Order_No_16498,User_Id_1075,Bike,3,Business,23,6,3:01:26 PM,23,6,3:02:04 PM,23,6,3:12:47 PM,23,6,3:17:34 PM,23,6,3:24:21 PM,1,28.5,,-1.2649605,36.7981777,-1.2527958,36.8003131,Rider_Id_167,407
Order_No_21674,User_Id_393,Bike,3,Business,27,2,11:40:25 AM,27,2,11:40:51 AM,27,2,11:40:55 AM,27,2,11:58:58 AM,27,2,12:28:53 PM,14,23.8,,-1.3177547,36.8303703,-1.3063780,36.7519845,Rider_Id_10,1795
Order_No_5370,User_Id_246,Bike,3,Business,16,3,3:14:16 PM,16,3,3:15:17 PM,16,3,3:30:38 PM,16,3,3:33:29 PM,16,3,4:09:01 PM,5,26.8,,-1.2584143,36.8048002,-1.2653185,36.8358841,Rider_Id_879,2132
Order_No_14527,User_Id_517,Bike,3,Business,5,4,9:20:11 AM,5,4,9:21:10 AM,5,4,9:22:04 AM,5,4,10:12:00 AM,5,4,10:13:56 AM,8,,,-1.3177547,36.8303703,-1.2770708,36.8231093,Rider_Id_284,116
Order_No_12357,User_Id_972,Bike,3,Business,25,4,6:13:05 PM,25,4,6:13:24 PM,25,4,6:24:50 PM,25,4,6:26:54 PM,25,4,6:45:52 PM,5,,,-1.2862033,36.8152966,-1.2785902,36.7931582,Rider_Id_612,1138
Order_No_9147,User_Id_3365,Bike,2,Personal,31,2,12:31:23 PM,31,2,12:31:37 PM,31,2,12:37:41 PM,31,2,12:39:04 PM,31,2,12:54:19 PM,5,18.6,,-1.2795796,36.819062,-1.3040780,36.83014,Rider_Id_933,915
Order_No_24535,User_Id_3222,Bike,3,Business,25,4,4:13:16 PM,25,4,4:14:51 PM,25,4,4:21:47 PM,25,4,4:28:57 PM,25,4,4:40:54 PM,1,,,-1.2551895,36.7822034,-1.2549259,36.7919494,Rider_Id_205,717
